ip,latency
164.90.160.153,95.56317329406738
164.90.160.153,71.47812843322754
164.90.160.153,109.07196998596191
164.90.160.153,82.33094215393066
164.90.160.153,105.32402992248535
164.90.160.153,95.7651138305664
164.90.160.153,80.11794090270996
164.90.160.153,95.86405754089355
164.90.160.153,87.21733093261719
164.90.160.153,97.9762077331543
164.90.160.153,117.29907989501953
164.90.160.153,83.79507064819336
164.90.160.153,56.75697326660156
164.90.160.153,90.77191352844238
164.90.160.153,101.28521919250488
164.90.160.153,73.49610328674316
164.90.160.153,77.12626457214355
164.90.160.153,97.71108627319336
164.90.160.153,120.99027633666992
164.90.160.153,85.71696281433105
164.90.160.153,111.04893684387207
164.90.160.153,101.62997245788574
164.90.160.153,125.18572807312012
164.90.160.153,94.67911720275879
164.90.160.153,86.48824691772461
164.90.160.153,78.88007164001465
164.90.160.153,73.88615608215332
164.90.160.153,89.42699432373047
164.90.160.153,103.38783264160156
164.90.160.153,86.71307563781738
164.90.160.153,76.89309120178223
164.90.160.153,108.9012622833252
164.90.160.153,95.75390815734863
164.90.160.153,95.49093246459961
164.90.160.153,106.45771026611328
164.90.160.153,75.9279727935791
164.90.160.153,95.05009651184082
164.90.160.153,98.08158874511719
164.90.160.153,100.5091667175293
164.90.160.153,79.66899871826172
164.90.160.153,104.66980934143066
164.90.160.153,81.77804946899414
164.90.160.153,89.37597274780273
164.90.160.153,85.16883850097656
164.90.160.153,90.40403366088867
164.90.160.153,95.64781188964844
164.90.160.153,113.58404159545898
164.90.160.153,89.25914764404297
164.90.160.153,82.28707313537598
164.90.160.153,101.97281837463379
164.90.160.153,
164.90.160.153,84.76090431213379
164.90.160.153,96.66299819946289
164.90.160.153,80.02305030822754
164.90.160.153,94.05684471130371
164.90.160.153,94.43116188049316
164.90.160.153,63.81678581237793
164.90.160.153,103.03401947021484
164.90.160.153,73.37117195129395
164.90.160.153,110.58712005615234
164.90.160.153,88.54389190673828
164.90.160.153,96.28176689147949
164.90.160.153,92.56386756896973
164.90.160.153,85.61897277832031
164.90.160.153,94.17009353637695
164.90.160.153,89.46514129638672
164.90.160.153,87.3708724975586
164.90.170.45,105.0870418548584
164.90.170.45,136.6879940032959
164.90.170.45,100.37589073181152
164.90.170.45,114.26591873168945
164.90.170.45,111.28783226013184
164.90.170.45,90.18421173095703
164.90.170.45,85.50214767456055
164.90.170.45,118.51119995117188
164.90.170.45,80.1551342010498
164.90.170.45,91.53985977172852
164.90.170.45,82.21578598022461
164.90.170.45,75.27399063110352
164.90.170.45,91.0191535949707
164.90.170.45,104.34508323669434
164.90.170.45,112.21504211425781
164.90.170.45,105.59487342834473
164.90.170.45,98.39296340942383
164.90.170.45,95.4279899597168
164.90.170.45,114.13407325744629
164.90.170.45,104.04515266418457
164.90.170.45,104.48575019836426
164.90.170.45,104.77900505065918
164.90.170.45,113.53898048400879
164.90.170.45,102.41484642028809
164.90.170.45,109.08198356628418
164.90.170.45,111.39464378356934
164.90.170.45,109.30204391479492
164.90.170.45,88.79303932189941
164.90.170.45,110.85200309753418
164.90.170.45,117.45309829711914
164.90.170.45,107.9411506652832
164.90.170.45,119.17805671691895
164.90.170.45,107.2990894317627
164.90.170.45,97.00489044189453
164.90.170.45,92.51594543457031
164.90.170.45,110.00990867614746
164.90.170.45,96.78196907043457
164.90.170.45,95.43108940124512
164.90.170.45,109.12013053894043
164.90.170.45,114.23683166503906
164.90.170.45,96.08197212219238
164.90.170.45,91.37392044067383
164.90.170.45,111.09495162963867
164.90.170.45,264.3101215362549
164.90.170.45,109.0857982635498
164.90.170.45,102.25987434387207
164.90.170.45,102.55265235900879
164.90.170.45,108.58583450317383
164.90.170.45,122.30491638183594
164.90.170.45,112.83612251281738
164.90.170.45,99.15781021118164
164.90.170.45,121.37603759765625
164.90.170.45,85.30092239379883
164.90.170.45,95.3681468963623
164.90.170.45,109.13491249084473
164.90.170.45,91.19486808776855
164.90.170.45,84.10406112670898
164.90.170.45,92.83709526062012
164.90.170.45,92.16594696044922
164.90.170.45,86.29298210144043
164.90.170.45,90.37899971008301
164.90.170.45,116.59693717956543
164.90.170.45,82.80491828918457
164.90.170.45,97.4421501159668
164.90.170.45,82.3359489440918
164.90.170.45,91.35103225708008
164.90.170.45,91.6910171508789
164.90.170.45,118.07680130004883
164.90.170.45,107.36989974975586
164.90.170.45,113.27004432678223
164.90.170.45,90.06190299987793
164.90.170.45,89.94507789611816
164.90.170.45,97.31793403625488
164.90.170.45,98.99497032165527
164.90.170.45,92.77200698852539
164.90.170.45,118.42608451843262
164.90.170.45,95.62492370605469
164.90.170.45,98.75297546386719
164.90.170.45,111.61398887634277
164.90.170.45,105.49306869506836
164.90.170.45,108.35099220275879
164.90.170.45,80.26289939880371
164.90.170.45,100.03209114074707
164.90.170.45,114.53914642333984
164.90.170.45,92.70191192626953
164.90.170.45,106.50491714477539
164.90.170.45,98.03891181945801
164.90.170.45,94.37417984008789
164.90.170.45,127.1522045135498
164.90.170.45,101.2721061706543
164.90.170.45,104.24280166625977
164.90.170.45,97.49507904052734
164.90.170.45,81.59017562866211
164.90.170.45,121.9320297241211
164.90.170.45,91.37678146362305
164.90.170.45,94.43116188049316
164.90.170.45,100.58426856994629
164.90.170.45,109.42983627319336
164.90.170.45,120.24879455566406
164.90.170.45,117.69604682922363
164.90.170.45,104.79187965393066
164.90.170.45,103.2261848449707
164.90.170.45,108.3378791809082
164.90.170.45,108.61611366271973
164.90.170.45,99.64513778686523
164.90.170.45,120.21899223327637
164.90.170.45,99.59697723388672
164.90.170.45,92.28110313415527
164.90.170.45,110.49413681030273
164.90.170.45,80.46221733093262
164.90.170.45,92.95415878295898
164.90.170.45,90.36493301391602
164.90.170.45,92.75698661804199
164.90.170.45,104.33411598205566
164.90.170.45,98.94299507141113
164.90.170.45,105.76176643371582
164.90.170.45,106.95123672485352
164.90.170.45,106.05502128601074
164.90.170.45,107.21993446350098
164.90.170.45,99.46393966674805
164.90.170.45,84.24687385559082
164.90.170.45,89.85066413879395
164.90.170.45,98.99711608886719
164.90.170.45,92.70501136779785
164.90.170.45,93.87326240539551
164.90.170.45,92.1638011932373
164.90.170.45,99.79081153869629
164.90.170.45,104.73322868347168
164.90.170.45,139.13774490356445
164.90.170.45,97.94998168945312
164.90.170.45,113.79885673522949
164.90.170.45,87.25690841674805
164.90.170.45,189.59903717041016
164.90.170.45,93.58811378479004
164.90.170.45,85.62994003295898
164.90.170.45,95.07894515991211
164.90.170.45,98.50788116455078
164.90.170.45,99.36785697937012
164.90.170.45,112.84232139587402
164.90.170.45,102.62894630432129
164.90.170.45,109.30204391479492
164.90.170.45,92.53787994384766
164.90.170.45,107.7880859375
164.90.170.45,96.52590751647949
164.90.170.45,113.57593536376953
164.90.170.45,107.8500747680664
164.90.170.45,111.60397529602051
164.90.170.45,116.30010604858398
164.90.170.45,98.62399101257324
164.90.170.45,84.13076400756836
164.90.170.45,108.68716239929199
164.90.170.45,103.40189933776855
164.90.170.45,104.06017303466797
164.90.170.45,97.8090763092041
164.90.170.45,121.51122093200684
164.90.170.45,106.48989677429199
164.90.170.45,112.40577697753906
164.90.170.45,93.09172630310059
164.90.170.45,95.73507308959961
164.90.170.45,110.00299453735352
164.90.170.45,97.32913970947266
164.90.170.45,104.71320152282715
164.90.170.45,113.96479606628418
164.90.170.45,108.41894149780273
164.90.170.45,98.27303886413574
164.90.170.45,80.51466941833496
164.90.170.45,87.37897872924805
164.90.170.45,115.74411392211914
164.90.170.45,112.25509643554688
164.90.170.45,94.09689903259277
164.90.170.45,100.13890266418457
164.90.170.45,96.05622291564941
164.90.170.45,211.66086196899414
164.90.170.45,231.4469814300537
164.90.170.45,213.667631149292
164.90.170.45,102.56695747375488
164.90.170.45,80.94310760498047
164.90.170.45,92.22102165222168
164.90.170.45,103.55901718139648
164.90.170.45,104.3388843536377
164.90.170.45,104.5229434967041
164.90.170.45,105.05390167236328
164.90.170.45,98.44088554382324
164.90.170.45,112.88213729858398
164.90.170.45,94.02012825012207
164.90.170.45,95.78800201416016
164.90.170.45,103.31916809082031
164.90.170.45,107.30600357055664
164.90.170.45,121.11592292785645
164.90.170.45,107.97715187072754
164.90.170.45,97.82624244689941
164.90.170.45,100.39710998535156
164.90.170.45,90.1486873626709
164.90.170.45,108.61372947692871
164.90.170.45,96.34184837341309
164.90.170.45,105.90887069702148
164.90.170.45,89.31112289428711
164.90.170.45,112.1821403503418
164.90.170.45,110.86797714233398
164.90.170.45,91.26091003417969
164.90.170.45,91.40491485595703
164.90.170.45,101.78208351135254
164.90.170.45,101.31192207336426
164.90.170.45,99.33710098266602
164.90.170.45,106.13894462585449
164.90.170.45,101.01890563964844
164.90.170.45,104.28619384765625
164.90.170.45,89.72907066345215
164.90.170.45,102.20479965209961
164.90.170.45,85.46924591064453
164.90.170.45,97.34010696411133
164.90.170.45,97.52917289733887
164.90.170.45,92.96703338623047
164.90.170.45,97.06807136535645
164.90.170.45,101.07898712158203
164.90.170.45,94.05994415283203
164.90.170.45,106.00781440734863
164.90.170.45,100.18491744995117
164.90.170.45,100.0828742980957
164.90.170.45,108.05606842041016
164.90.170.45,120.30625343322754
164.90.170.45,104.46906089782715
164.90.170.45,105.03816604614258
164.90.170.45,95.64089775085449
164.90.170.45,96.53711318969727
164.90.170.45,117.25735664367676
164.90.170.45,98.90627861022949
164.90.170.45,109.59076881408691
164.90.170.45,100.21090507507324
164.90.170.45,92.03624725341797
164.90.170.45,92.13519096374512
164.90.170.45,96.56405448913574
164.90.170.45,99.62320327758789
164.90.170.45,100.88181495666504
164.90.170.45,109.26175117492676
164.90.170.45,95.69096565246582
164.90.170.45,90.91377258300781
164.90.170.45,105.90791702270508
164.90.170.45,107.5289249420166
164.90.170.45,152.26387977600098
164.90.170.45,111.5410327911377
164.90.170.45,94.25187110900879
164.90.170.45,103.85727882385254
164.90.170.45,85.26110649108887
164.90.170.45,108.46781730651855
164.90.170.45,106.44912719726562
164.90.170.45,105.6070327758789
164.90.170.45,113.68584632873535
164.90.170.45,74.21994209289551
164.90.170.45,91.46404266357422
164.90.170.45,86.47513389587402
164.90.170.45,100.21805763244629
164.90.170.45,101.18389129638672
164.90.170.45,111.32001876831055
164.90.170.45,114.08281326293945
164.90.170.45,118.76678466796875
164.90.170.45,106.81509971618652
164.90.170.45,80.45315742492676
164.90.170.45,99.69902038574219
164.90.170.45,88.65928649902344
164.90.170.45,137.44306564331055
164.90.170.45,105.80611228942871
164.90.170.45,90.0259017944336
164.90.170.45,113.38305473327637
164.90.170.45,116.62912368774414
164.90.170.45,116.44220352172852
164.90.170.45,96.92811965942383
164.90.170.45,98.97494316101074
164.90.170.45,115.19789695739746
164.90.170.45,89.95914459228516
164.90.170.45,94.76494789123535
164.90.170.45,95.26300430297852
164.90.170.45,99.89142417907715
164.90.170.45,94.75588798522949
164.90.170.45,99.95818138122559
164.90.170.45,101.51314735412598
164.90.170.45,102.91099548339844
164.90.170.45,90.56496620178223
164.90.170.45,112.71286010742188
164.90.170.45,102.84209251403809
164.90.170.45,108.03723335266113
164.90.170.45,92.81301498413086
164.90.170.45,113.25502395629883
164.90.170.45,103.49488258361816
164.90.170.45,101.06801986694336
164.90.170.45,102.00214385986328
164.90.170.45,96.76861763000488
164.90.170.45,98.15096855163574
164.90.170.45,102.37622261047363
164.90.170.45,92.47803688049316
164.90.170.45,96.82917594909668
164.90.170.45,105.75008392333984
164.90.170.45,94.64788436889648
164.90.170.45,112.13421821594238
164.90.170.45,94.21896934509277
164.90.170.45,110.17394065856934
164.90.170.45,93.40715408325195
164.90.170.45,108.81996154785156
164.90.170.45,94.30193901062012
164.90.164.236,
164.90.164.236,105.80587387084961
164.90.164.236,95.43609619140625
164.90.164.236,76.19595527648926
164.90.164.236,82.17668533325195
164.90.164.236,85.3118896484375
164.90.164.236,78.39703559875488
164.90.164.236,79.35428619384766
164.90.164.236,87.65697479248047
164.90.164.236,98.2363224029541
164.90.164.236,219.33889389038086
164.90.164.236,91.51411056518555
164.90.164.236,113.35992813110352
164.90.164.236,97.53012657165527
164.90.164.236,86.84992790222168
164.90.164.236,103.6379337310791
164.90.164.236,81.06589317321777
164.90.164.236,86.88211441040039
164.90.164.236,99.34592247009277
164.90.164.236,105.41486740112305
164.90.164.236,81.27093315124512
164.90.164.236,84.67411994934082
164.90.164.236,75.0272274017334
164.90.164.236,118.29519271850586
164.90.164.236,83.82296562194824
164.90.164.236,99.1981029510498
164.90.164.236,101.96399688720703
164.90.164.236,97.52511978149414
164.90.164.236,93.71495246887207
164.90.164.236,75.06895065307617
164.90.164.236,85.83688735961914
164.90.164.236,84.59591865539551
164.90.164.236,82.44609832763672
164.90.164.236,91.24398231506348
164.90.164.236,76.62296295166016
164.90.164.236,99.53808784484863
164.90.164.236,68.24398040771484
164.90.164.236,114.60494995117188
164.90.164.236,80.1079273223877
164.90.164.236,96.44007682800293
164.90.164.236,87.01109886169434
164.90.164.236,118.66593360900879
164.90.164.236,96.81010246276855
164.90.164.236,80.43527603149414
164.90.164.236,114.52007293701172
164.90.164.236,84.67602729797363
164.90.164.236,87.69798278808594
164.90.164.236,83.30225944519043
164.90.164.236,102.31614112854004
164.90.164.236,73.66394996643066
164.90.164.236,109.53187942504883
164.90.164.236,98.7858772277832
164.90.164.236,97.98598289489746
164.90.164.236,79.51569557189941
164.90.164.236,124.84979629516602
164.90.164.236,83.39571952819824
164.90.164.236,87.92877197265625
164.90.164.236,99.8239517211914
164.90.164.236,80.06811141967773
164.90.164.236,79.1022777557373
164.90.164.236,84.0909481048584
164.90.164.236,79.26106452941895
164.90.164.236,81.6960334777832
164.90.164.236,86.15922927856445
164.90.164.236,86.37118339538574
164.90.164.236,88.57083320617676
164.90.164.236,94.49911117553711
164.90.164.236,94.1169261932373
164.90.164.236,89.8749828338623
164.90.164.236,95.88074684143066
164.90.164.236,75.58894157409668
164.90.164.236,106.32705688476562
164.90.164.236,105.57293891906738
164.90.164.236,69.54598426818848
164.90.164.236,104.44307327270508
164.90.164.236,102.56004333496094
164.90.164.236,68.33481788635254
164.90.164.236,84.503173828125
164.90.164.236,105.43274879455566
164.90.164.236,90.02304077148438
164.90.164.236,81.92324638366699
164.90.164.236,80.80792427062988
164.90.164.236,104.93302345275879
164.90.164.236,152.76122093200684
164.90.164.236,110.84914207458496
164.90.164.236,112.45584487915039
164.90.164.236,96.85206413269043
164.90.164.236,72.1750259399414
164.90.164.236,93.9321517944336
164.90.164.236,100.42810440063477
164.90.164.236,76.10392570495605
164.90.164.236,86.69590950012207
164.90.164.236,87.10408210754395
164.90.164.236,91.77708625793457
164.90.164.236,84.5937728881836
164.90.164.236,108.59489440917969
164.90.164.236,83.06002616882324
164.90.164.236,100.53610801696777
164.90.164.236,102.06103324890137
164.90.164.236,90.47102928161621
164.90.164.236,101.41396522521973
164.90.164.236,115.73481559753418
164.90.164.236,92.05889701843262
164.90.164.236,114.25495147705078
164.90.164.236,100.43501853942871
164.90.164.236,87.47434616088867
164.90.164.236,105.21292686462402
164.90.164.236,85.64496040344238
164.90.164.236,102.63991355895996
164.90.164.236,
164.90.164.236,112.13278770446777
164.90.164.236,86.26675605773926
164.90.164.236,72.37601280212402
164.90.164.236,89.44010734558105
164.90.164.236,87.53180503845215
164.90.164.236,98.75202178955078
164.90.164.236,85.37077903747559
164.90.164.236,98.5269546508789
164.90.164.236,103.10792922973633
164.90.164.236,92.76270866394043
164.90.164.236,99.04980659484863
164.90.164.236,78.96113395690918
164.90.164.236,98.61326217651367
164.90.164.236,73.1661319732666
164.90.164.236,69.83017921447754
164.90.164.236,82.02767372131348
164.90.164.236,97.78904914855957
164.90.164.236,121.61087989807129
164.90.164.236,91.59398078918457
164.90.164.236,102.29897499084473
164.90.164.236,82.82923698425293
164.90.164.236,68.57800483703613
164.90.164.236,70.81294059753418
164.90.164.236,73.76313209533691
164.90.164.236,83.46796035766602
164.90.164.236,60.2571964263916
164.90.164.236,85.59417724609375
164.90.164.236,101.09996795654297
164.90.164.236,82.5960636138916
164.90.164.236,89.10703659057617
164.90.164.236,94.7580337524414
164.90.164.236,98.91414642333984
164.90.164.236,90.77286720275879
164.90.164.236,342.33808517456055
164.90.164.236,216.68314933776855
164.90.164.236,105.50594329833984
164.90.164.236,93.9183235168457
164.90.164.236,88.45329284667969
164.90.164.236,125.69332122802734
164.90.164.236,72.99304008483887
164.90.164.236,77.95310020446777
164.90.164.236,73.40192794799805
164.90.164.236,84.7780704498291
164.90.164.236,99.63011741638184
164.90.164.236,77.8958797454834
164.90.164.236,110.08596420288086
164.90.164.236,79.33521270751953
164.90.164.236,79.67782020568848
164.90.164.236,71.75230979919434
164.90.164.236,81.15410804748535
164.90.164.236,95.26515007019043
164.90.164.236,81.48884773254395
164.90.164.236,99.13992881774902
164.90.164.236,72.17621803283691
164.90.164.236,82.98110961914062
164.90.164.236,79.46324348449707
164.90.164.236,87.13412284851074
164.90.164.236,79.7121524810791
164.90.164.236,75.58298110961914
164.90.164.236,82.63397216796875
164.90.164.236,89.69783782958984
164.90.164.236,96.04692459106445
164.90.164.236,118.91579627990723
164.90.164.236,73.74215126037598
164.90.164.236,74.82194900512695
164.90.164.236,89.65682983398438
164.90.164.236,86.6851806640625
164.90.164.236,94.8190689086914
164.90.164.236,92.98396110534668
164.90.164.236,81.05111122131348
164.90.164.236,112.29586601257324
164.90.164.236,104.05921936035156
164.90.164.236,90.61622619628906
164.90.164.236,84.25021171569824
164.90.164.236,76.81703567504883
164.90.164.236,95.36194801330566
164.90.164.236,75.89602470397949
164.90.164.236,79.30397987365723
164.90.164.236,87.38899230957031
164.90.164.236,85.9079360961914
164.90.164.236,95.29376029968262
164.90.164.236,102.96106338500977
164.90.164.236,87.77284622192383
164.90.164.236,94.63691711425781
164.90.164.236,112.56885528564453
164.90.164.236,86.14206314086914
164.90.164.236,77.5299072265625
164.90.164.236,94.10381317138672
164.90.164.236,78.04322242736816
164.90.164.236,118.84021759033203
164.90.164.236,84.74111557006836
164.90.164.236,99.49398040771484
164.90.164.236,81.29715919494629
164.90.164.236,91.28713607788086
164.90.164.236,87.54301071166992
164.90.164.236,88.82403373718262
164.90.164.236,92.4680233001709
164.90.164.236,86.41576766967773
164.90.164.236,85.82687377929688
164.90.164.236,100.72803497314453
164.90.164.236,100.52824020385742
164.90.164.236,101.76897048950195
164.90.164.236,83.38809013366699
164.90.164.236,121.29092216491699
164.90.164.236,93.7800407409668
164.90.164.236,100.93307495117188
164.90.164.236,79.88405227661133
164.90.164.236,82.67688751220703
164.90.164.236,89.43009376525879
164.90.164.236,102.91790962219238
164.90.164.236,82.41510391235352
164.90.164.236,82.34000205993652
164.90.164.236,106.80222511291504
164.90.164.236,103.95383834838867
164.90.164.236,95.86906433105469
164.90.164.236,82.59010314941406
164.90.164.236,79.80203628540039
164.90.164.236,85.53791046142578
164.90.164.236,97.00608253479004
164.90.164.236,93.11676025390625
164.90.164.236,104.86698150634766
164.90.164.236,92.50593185424805
164.90.164.236,78.07421684265137
164.90.164.236,115.80896377563477
164.90.164.236,112.8082275390625
164.90.164.236,92.20504760742188
164.90.164.236,74.73301887512207
164.90.164.236,100.10409355163574
164.90.164.236,77.97408103942871
164.90.164.236,98.13690185546875
164.90.164.236,94.49219703674316
164.90.164.236,100.70228576660156
164.90.164.236,101.67813301086426
164.90.164.236,80.10578155517578
164.90.164.236,64.1331672668457
164.90.164.236,75.70099830627441
164.90.164.236,108.0329418182373
164.90.164.236,89.11895751953125
164.90.164.236,96.66776657104492
164.90.164.236,84.03515815734863
164.90.164.236,88.13071250915527
164.90.164.236,87.3117446899414
164.90.164.236,76.09891891479492
164.90.164.236,75.408935546875
164.90.164.236,101.68600082397461
164.90.164.236,86.1811637878418
164.90.164.236,76.72119140625
164.90.164.236,118.43037605285645
164.90.164.236,100.5549430847168
164.90.164.236,86.02213859558105
164.90.164.236,99.55096244812012
164.90.164.236,66.86902046203613
164.90.164.236,95.20316123962402
164.90.164.236,80.03902435302734
164.90.164.236,88.22917938232422
164.90.164.236,72.8299617767334
164.90.164.236,108.4892749786377
164.90.164.236,93.46508979797363
164.90.164.236,80.12866973876953
164.90.164.236,89.56599235534668
164.90.164.236,82.08608627319336
164.90.164.236,59.10205841064453
164.90.164.236,93.45102310180664
164.90.164.236,94.76804733276367
164.90.164.236,82.91816711425781
164.90.164.236,79.39505577087402
164.90.164.236,79.1921615600586
164.90.164.236,83.48989486694336
